ID,exsistence
006487d1400abe000074a97b,False
006487d1400cb20001884152,True
006487d1400bb80000d3e31c,False
006487d1400bb800017602df,True
006487d1400bb80001506818,False
006487d1400abe0000e3c52d,False
006487d1400dac000078b90c,True
006487d1400dac00016c6beb,True
006487d1400bb80002597490,False
006487d1400bb80000150370,True
